CDSCode,NCESDist,NCESSchool,StatusType,County,District,School,Street,StreetAbr,City,Zip,State,MailStreet,MailStrAbr,MailCity,MailZip,MailState,Phone,Ext,FaxNumber,Email,WebSite,OpenDate,ClosedDate,Charter,CharterNum,FundingType,DOC,DOCType,SOC,SOCType,EdOpsCode,EdOpsName,EILCode,EILName,GSoffered,GSserved,Virtual,Magnet,YearRoundYN,FederalDFCDistrictID,Latitude,Longitude,AdmFName,AdmLName,AdmEmail,LastUpDate
37679916037691,0606810,00619,Active,San Diego,Cajon Valley Union,Madison Avenue Elementary,1615 East Madison Avenue,1615 East Madison Ave.,El Cajon,92019-1046,CA,1615 East Madison Avenue,1615 East Madison Ave.,El Cajon,92019-1046,CA,(619) 588-3077,No Data,(619) 441-6183,No Data,No Data,29403,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,32.800143,-116.92200,Stephanie,Dodds,doddss@cajonvalley.net,44056
37679916037709,0606810,00620,Active,San Diego,Cajon Valley Union,Magnolia Elementary,650 Greenfield Drive,650 Greenfield Dr.,El Cajon,92021-2957,CA,650 Greenfield Drive,650 Greenfield Dr.,El Cajon,92021-2957,CA,(619) 588-3080,No Data,(619) 579-4854,No Data,No Data,29403,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,32.813388,-116.95404,Sarah,Robinson,robinsons@cajonvalley.net,44056
37679916037717,0606810,00621,Active,San Diego,Cajon Valley Union,Meridian Elementary,651 South Third Street,651 South Third St.,El Cajon,92019-2517,CA,651 South Third Street,651 South Third St.,El Cajon,92019-2517,CA,(619) 588-3083,No Data,(619) 579-4824,No Data,No Data,29403,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,32.788386,-116.92685,Stibaly,Johnson,johnsons@cajonvalley.net,44368
37679916037725,0606810,00623,Active,San Diego,Cajon Valley Union,Naranca Elementary,1030 Naranca Avenue,1030 Naranca Ave.,El Cajon,92021-5615,CA,1030 Naranca Avenue,1030 Naranca Ave.,El Cajon,92021-5615,CA,(619) 588-3087,No Data,(619) 441-6176,No Data,No Data,29403,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,32.803995,-116.94638,Natoshia,Bartley,bartleyn@cajonvalley.net,44056
37679916037733,0606810,00624,Active,San Diego,Cajon Valley Union,Rios Elementary,14314 Rios Canyon Road,14314 Rios Canyon Rd.,El Cajon,92021-2725,CA,14314 Rios Canyon Road,14314 Rios Canyon Rd.,El Cajon,92021-2725,CA,(619) 588-3090,No Data,(619) 579-4876,No Data,No Data,29403,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,32.840076,-116.87577,Liz,Loether,loethere@cajonvalley.net,44056
37679916037741,0606810,00616,Active,San Diego,Cajon Valley Union,W. D. Hall Elementary,1376 Pepper Drive,1376 Pepper Dr.,El Cajon,92021-1460,CA,1376 Pepper Drive,1376 Pepper Dr.,El Cajon,92021-1460,CA,(619) 588-3136,No Data,(619) 579-4887,No Data,No Data,29403,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,32.820878,-116.93116,Julie,McClintock,mcclintockj@cajonvalley.net,44057
37679916069082,0606810,00604,Active,San Diego,Cajon Valley Union,Avocado Elementary,3845 Avocado School Road,3845 Avocado School Rd.,La Mesa,91941-7319,CA,3845 Avocado School Road,3845 Avocado School Rd.,La Mesa,91941-7319,CA,(619) 588-3100,No Data,(619) 579-4872,No Data,No Data,29403,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,32.750432,-116.96075,Joy,Delgallego,delgallegoj@cajonvalley.net,44372
37679916093199,0606810,11752,Active,San Diego,Cajon Valley Union,Sevick Special Education,1609 East Madison Avenue,1609 East Madison Ave.,El Cajon,92019-1046,CA,1609 East Madison Avenue,1609 East Madison Ave.,El Cajon,92019-1046,CA,(619) 588-3146,No Data,(619) 588-3695,No Data,No Data,29403,No Data,N,No Data,No Data,52,Elementary School District,08,Preschool,SPEC,Special Education School,ELEM,Elementary,P,K,N,No Data,N,No Data,32.800143,-116.92221,Jennifer,Hunt,huntj@cajonvalley.net,44453
37679916093207,0606810,00622,Active,San Diego,Cajon Valley Union,Montgomery Middle,1570 Melody Lane,1570 Melody Ln.,El Cajon,92019-2015,CA,1570 Melody Lane,1570 Melody Ln.,El Cajon,92019-2015,CA,(619) 588-3107,No Data,(619) 441-6122,No Data,No Data,29403,No Data,N,No Data,No Data,52,Elementary School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,32.796530,-116.92542,Bessma,Garmo,garmob@cajonvalley.net,44372
37679916101794,0606810,07655,Active,San Diego,Cajon Valley Union,Vista Grande Elementary,1908 Vista Grande Road,1908 Vista Grande Rd.,El Cajon,92019-3823,CA,1908 Vista Grande Road,1908 Vista Grande Rd.,El Cajon,92019-3823,CA,(619) 588-3170,No Data,(619) 579-4822,No Data,No Data,29403,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,32.765080,-116.91501,Tita,Cordero-Bautista,bautistat@cajonvalley.net,44056
37679916106025,0606810,08802,Active,San Diego,Cajon Valley Union,Rancho San Diego Elementary,12151 Calle Albara,12151 Calle Albara,El Cajon,92019-4825,CA,12151 Calle Albara,12151 Calle Albara,El Cajon,92019-4825,CA,(619) 588-3211,No Data,(619) 579-4858,No Data,No Data,29403,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,32.754628,-116.93287,Cherie,Wall,wallc@cajonvalley.net,44056
37679916110787,0606810,01165,Active,San Diego,Cajon Valley Union,Jamacha Elementary,2962 Jamul Drive,2962 Jamul Dr.,El Cajon,92019-4640,CA,2962 Jamul Drive,2962 Jamul Dr.,El Cajon,92019-4640,CA,(619) 441-6150,No Data,(619) 588-3682,No Data,No Data,33855,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,32.740143,-116.91223,Colleen,Newman,newmanc@cajonvalley.net,44056
37679916112148,0606810,03925,Active,San Diego,Cajon Valley Union,Blossom Valley Elementary,9863 Oakmont Terrace,9863 Oakmont Terr.,El Cajon,92021-2300,CA,9863 Oakmont Terrace,9863 Oakmont Terr.,El Cajon,92021-2300,CA,(619) 588-3678,No Data,(619) 588-3022,No Data,No Data,34575,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,32.861732,-116.84665,Kirk,Hoeben,hoebenk@cajonvalley.net,44056
37679916112890,0606810,05234,Active,San Diego,Cajon Valley Union,Hillsdale Middle,1301 Brabham Street,1301 Brabham St.,El Cajon,92019-4374,CA,1301 Brabham Street,1301 Brabham St.,El Cajon,92019-4374,CA,(619) 441-6156,No Data,(619) 441-6185,No Data,No Data,34939,No Data,N,No Data,No Data,52,Elementary School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,32.749440,-116.93240,Roberta,Ewing-Kuhns,ewingkuhnsr@cajonvalley.net,44057
37679916118319,0606810,08590,Active,San Diego,Cajon Valley Union,Cajon Valley Home,2962 Jamul Drive,2962 Jamul Dr.,El Cajon,92019-4640,CA,2962 Jamul Drive,2962 Jamul Dr.,El Cajon,92019-4640,CA,(619) 588-3128,No Data,(619) 579-4855,No Data,No Data,36766,No Data,N,No Data,No Data,52,Elementary School District,63,Alternative Schools of Choice,ALTSOC,Alternative School of Choice,ELEM,Elementary,K-8,K-8,N,N,N,No Data,32.739555,-116.91201,Colleen,Newman,newmanc@cajonvalley.net,44434
37680070000000,0607470,No Data,Active,San Diego,Cardiff Elementary,No Data,1888 Montgomery Avenue,1888 Montgomery Ave.,Cardiff-by-the-Sea,92007-2313,CA,1888 Montgomery Avenue,1888 Montgomery Ave.,Cardiff-by-the-Sea,92007-2313,CA,(760) 632-5890,No Data,(760) 942-5831,jill.vinson@cardiffschools.com,http://www.cardiffschools.com,No Data,No Data,No Data,No Data,No Data,52,Elementary School District,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,33.025044,-117.28220,Jill,Vinson,jill.vinson@cardiffschools.com,42286
37680076037758,0607470,00706,Active,San Diego,Cardiff Elementary,Ada W. Harris Elementary,1508 Windsor Road,1508 Windsor Rd.,Cardiff-by-the-Sea,92007-1356,CA,1508 Windsor Road,1508 Windsor Rd.,Cardiff-by-the-Sea,92007-1356,CA,(760) 632-5894,No Data,(760) 632-0585,No Data,No Data,29403,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,3-6,3-6,N,N,N,No Data,33.031280,-117.27349,Janelle,Scheftner,janelle.scheftner@cardiffschools.com,44056
37680076037766,0607470,00707,Active,San Diego,Cardiff Elementary,Cardiff Elementary,1888 Montgomery Avenue,1888 Montgomery Ave.,Cardiff-by-the-Sea,92007-2313,CA,1888 Montgomery Avenue,1888 Montgomery Ave.,Cardiff-by-the-Sea,92007-2313,CA,(760) 632-5892,No Data,(760) 632-5375,No Data,No Data,29403,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-2,K-2,N,N,N,No Data,33.025044,-117.28220,Michelle,Giroux,michelle.giroux@cardiffschools.com,44468
37680230000000,0608610,No Data,Active,San Diego,Chula Vista Elementary,No Data,84 East J Street,84 East J St.,Chula Vista,91910-6199,CA,84 East J Street,84 East J St.,Chula Vista,91910-6199,CA,(619) 425-9600,1300,(619) 427-0463,oscar.esquivel@cvesd.org,http://www.cvesd.org,No Data,No Data,No Data,No Data,No Data,52,Elementary School District,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,32.631751,-117.05914,Oscar,ESquivel,oscar.esquivel@cvesd.org,44498
37680230101592,0608610,11227,Active,San Diego,Chula Vista Elementary,Hedenkamp (Anne and William) Elementary,930 East Palomar,930 East Palomar,Chula Vista,91913-2895,CA,930 East Palomar,930 East Palomar,Chula Vista,91913-2895,CA,(619) 397-5828,No Data,(619) 397-7174,No Data,http://schools.cvesd.org/schools/hedenkamp/,37866,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,Y,No Data,32.616740,-117.01500,Gina,Mazeau,gina.mazeau@cvesd.org,43509
37680230105957,0608610,11125,Active,San Diego,Chula Vista Elementary,Liberty Elementary,2175 Proctor Valley Road,2175 Proctor Valley Rd.,Chula Vista,91914-4026,CA,2175 Proctor Valley Road,2175 Proctor Valley Rd.,Chula Vista,91914-4026,CA,(619) 397-5225,No Data,(619) 397-2833,No Data,http://schools.cvesd.org/schools/liberty/,38188,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,Y,No Data,32.663976,-116.97761,Charles,Grisier,charles.grisier@cvesd.org,43509
37680230105965,0608610,11126,Active,San Diego,Chula Vista Elementary,Salt Creek Elementary,1055 Hunte Parkway,1055 Hunte Pkwy.,Chula Vista,91914-3622,CA,1055 Hunte Parkway,1055 Hunte Pkwy.,Chula Vista,91914-3622,CA,(619) 397-5494,No Data,(619) 397-4669,No Data,http://schools.cvesd.org/schools/saltcreek/,38237,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,Y,No Data,32.649018,-116.94925,Christopher,Houck,christopher.houck@cvesd.org,44441
37680230108662,0608610,11127,Active,San Diego,Chula Vista Elementary,Veterans Elementary,1550 Magdalena Avenue,1550 Magdalena Ave.,Chula Vista,91913-3948,CA,1550 Magdalena Avenue,1550 Magdalena Ave.,Chula Vista,91913-3948,CA,(619) 216-1226,No Data,(619) 216-9226,No Data,http://schools.cvesd.org/schools/veterans/,38552,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,Y,No Data,32.623835,-116.97634,Angela,Rosendale,angela.rosendale@cvesd.org,43509
37680230114009,0608610,11875,Active,San Diego,Chula Vista Elementary,Wolf Canyon Elementary,1950 Wolf Canyon Loop,1950 Wolf Canyon Loop,Chula Vista,91913-3948,CA,1950 Wolf Canyon Loop,1950 Wolf Canyon Loop,Chula Vista,91913-3948,CA,(619) 482-8877,No Data,(619) 482-7766,No Data,http://schools.cvesd.org/schools/wolfcanyon/,39280,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,Y,No Data,32.611931,-116.97324,Casey,Lange,casey.lange@cvesd.org,44441
37680230119594,0608610,12425,Active,San Diego,Chula Vista Elementary,Leonardo da Vinci Health Sciences Charter,229 East Naples,229 East Naples,Chula Vista,91911-2332,CA,PO Box 8830,PO Box 8830,Chula Vista,91912-8830,CA,(619) 420-0066,No Data,(619) 420-0677,info@davincicharter.org,http://www.davincicharter.org,40049,No Data,Y,1082,Directly funded,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,Y,0601992,32.619689,-117.04798,Courtney,Cox,courtney.cox@davincicharter.org,44504
37680230127431,0608610,13096,Active,San Diego,Chula Vista Elementary,Camarena (Enrique S.) Elementary,1650 Exploration Falls Drive,1650 Exploration Falls Dr.,Chula Vista,91915-1961,CA,1650 Exploration Falls Drive,1650 Exploration Falls Dr.,Chula Vista,91915-1961,CA,(619) 591-5500,630100,(619) 427-0463,No Data,http://schools.cvesd.org/schools/camarena/,41479,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,Y,No Data,32.622811,-116.95651,Debra,McLaren,debra.mclaren@cvesd.org,43509
37680230131474,0608610,14135,Active,San Diego,Chula Vista Elementary,Special Education Preschool,"84 East J Street, Room 301","84 East J St., Rm. 301",Chula Vista,91910-6115,CA,"84 East J Street, Room 301","84 East J St., Rm. 301",Chula Vista,91910-6115,CA,(619) 425-9600,1700,(619) 585-0976,sharon.casey@cvesd.org,http://www.cvesd.org,41843,No Data,N,No Data,No Data,52,Elementary School District,08,Preschool,SPEC,Special Education School,PS,Preschool,P,No Data,N,No Data,Y,No Data,32.631632,-117.05816,Sharon,Casey,sharon.casey@cvesd.org,43696
37680230135277,0608610,14127,Active,San Diego,Chula Vista Elementary,Muraoka (Saburo) Elementary,1644 Santa Alexia Avenue,1644 Santa Alexia Ave.,Chula Vista,91915,CA,84 East J Street,84 East J St.,Chula Vista,91910,CA,(619) 216-5599,No Data,(619) 216-3377,No Data,http://www.cvesd.org,42935,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-6,K-6,N,N,Y,No Data,32.615167,-116.99163,Erin,Mahoney,erin.mahoney@cvesd.org,43857
37680230138073,0608610,14260,Active,San Diego,Chula Vista Elementary,Learning Choice Academy - Chula Vista,"881 Kuhn Drive Suite, 106","881 Kuhn Dr. Ste., 106",Chula Vista,91914-3563,CA,"4215 Spring Street Suite, 127","4215 Spring St. Ste., 127",La Mesa,91941,CA,(619) 463-6801,No Data,(619) 397-0221,dgooding@learningchoice.org,http://www.learningchoice.org,43339,No Data,Y,2001,Directly funded,52,Elementary School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,K-12,K-12,C,N,N,0602122,32.652419,-116.96551,Debi,Gooding,dgooding@learningchoice.org,44056
37680236037824,0608610,00856,Active,San Diego,Chula Vista Elementary,Castle Park Elementary,25 Emerson Street,25 Emerson St.,Chula Vista,91910-3309,CA,25 Emerson Street,25 Emerson St.,Chula Vista,91910-3309,CA,(619) 422-5301,No Data,(619) 422-4452,No Data,http://schools.cvesd.org/schools/castlepark/,29403,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,Y,No Data,32.615057,-117.05726,Alicia,Flores,alicia.flores@cvesd.org,44441
37680236037832,0608610,00855,Active,San Diego,Chula Vista Elementary,Allen (Ella B.) Elementary,4300 Allen School Road,4300 Allen School Rd.,Bonita,91902-2309,CA,4300 Allen School Road,4300 Allen School Rd.,Bonita,91902-2309,CA,(619) 479-3662,No Data,(619) 267-6237,No Data,http://schools.cvesd.org/schools/allen/,29403,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,Y,No Data,32.656765,-117.03358,John,Greenwell,john.greenwell@cvesd.org,44056
37680236037840,0608610,00875,Active,San Diego,Chula Vista Elementary,Rohr (Fred H.) Elementary,1540 Malta Avenue,1540 Malta Ave.,Chula Vista,91911-5999,CA,1540 Malta Avenue,1540 Malta Ave.,Chula Vista,91911-5999,CA,(619) 420-5533,No Data,(619) 476-0850,No Data,http://schools.cvesd.org/schools/rohr/,29403,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-6,K-6,N,N,Y,No Data,32.602452,-117.04055,Erin,Williamson,erin.williamson@cvesd.org,44279
37680236037857,0608610,00874,Active,San Diego,Chula Vista Elementary,Rogers (Greg) Elementary,510 East Naples Street,510 East Naples St.,Chula Vista,91911-2519,CA,510 East Naples Street,510 East Naples St.,Chula Vista,91911-2519,CA,(619) 656-2082,No Data,(619) 421-1423,No Data,http://schools.cvesd.org/schools/rogers/,29403,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-6,K-6,N,N,Y,No Data,32.611251,-117.07781,Janette,Ridgels,janette.ridgels@cvesd.org,44279
37680236037865,0608610,00860,Active,San Diego,Chula Vista Elementary,Halecrest Elementary,475 East J Street,475 East J St.,Chula Vista,91910-6499,CA,475 East J Street,475 East J St.,Chula Vista,91910-6499,CA,(619) 421-0771,No Data,(619) 421-8746,No Data,http://schools.cvesd.org/schools/halecrest/,29403,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,Y,No Data,32.634394,-117.04331,Amber,MacDonald,amber.macdonald@cvesd.org,44056
37680236037873,0608610,00861,Active,San Diego,Chula Vista Elementary,Harborside Elementary,681 Naples Street,681 Naples St.,Chula Vista,91911-1619,CA,681 Naples Street,681 Naples St.,Chula Vista,91911-1619,CA,(619) 422-8369,No Data,(619) 422-7361,No Data,http://schools.cvesd.org/schools/harborside/,29403,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-6,K-6,N,N,Y,No Data,32.609058,-117.08551,Lisa,Forehand,lisa.forehand@cvesd.org,44582
37680236037881,0608610,00857,Active,San Diego,Chula Vista Elementary,Cook (Hazel Goes) Elementary,875 Cuyamaca Avenue,875 Cuyamaca Ave.,Chula Vista,91911-1501,CA,875 Cuyamaca Avenue,875 Cuyamaca Ave.,Chula Vista,91911-1501,CA,(619) 422-8381,No Data,(619) 427-3407,No Data,http://schools.cvesd.org/schools/cook/,29403,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-6,K-6,N,N,Y,No Data,32.625934,-117.05620,Gabriela,Llamas,gabriela.llamas@cvesd.org,44279
37680236037899,0608610,00862,Active,San Diego,Chula Vista Elementary,Hilltop Drive Elementary,30 Murray Street,30 Murray St.,Chula Vista,91910-6020,CA,30 Murray Street,30 Murray St.,Chula Vista,91910-6020,CA,(619) 422-8323,No Data,(619) 691-1375,No Data,http://schools.cvesd.org/schools/hilltop/,29403,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,Y,No Data,32.632209,-117.06414,Bill,Willis,billy.willis@cvesd.org,44056
37680236037907,0608610,00865,Active,San Diego,Chula Vista Elementary,Lauderbach (J. Calvin) Elementary,390 Palomar Street,390 Palomar St.,Chula Vista,91911-3182,CA,390 Palomar Street,390 Palomar St.,Chula Vista,91911-3182,CA,(619) 422-1127,No Data,(619) 426-5875,No Data,http://schools.cvesd.org/schools/lauderbach/,29403,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-6,K-6,N,N,Y,No Data,32.620279,-117.07566,Melody,Belcher,melody.belcher@cvesd.org,44279
